Movie Name,Language,IMDb Rating,Year of Release,Maturity Rating,hours,minutes,duration
100,Tamil,6.5,2019.0,13+,2,16,2-3 hrs
Natha Pure Aata,Marathi,,2005.0,All,2,23,2-3 hrs
Dennis the Menace: Memory Mayhem,English,,1987.0,All,1,8,1-2 hrs
Sketch,Tamil,5.7,2018.0,13+,2,11,2-3 hrs
E Ki Labonye,Bengali,,2016.0,13+,2,4,2-3 hrs
Pune Via Bihar,Marathi,4.6,2014.0,13+,2,7,2-3 hrs
The Grudge 3 (2008),English,4.7,2009.0,18+,1,30,1-2 hrs
Roaring Currents,English,7.1,2014.0,18+,1,45,1-2 hrs
"Man Who Knew Too Little, The",English,,1997.0,13+,1,33,1-2 hrs
K.G.F: Chapter 1 (Hindi),Hindi,8.2,2018.0,13+,2,34,2-3 hrs
Ek Unad Divas,Marathi,8.3,2005.0,All,1,31,1-2 hrs
Yatra (Telugu),Telugu,8.2,2019.0,All,2,5,2-3 hrs
Sagaa,Tamil,5.9,2019.0,13+,1,59,1-2 hrs
Ishq Garaari,Punjabi,5.6,2013.0,13+,2,5,2-3 hrs
Sangliyana,Kannada,,1988.0,NR,1,54,1-2 hrs
Charlie and the Chocolate Factory,English,6.6,2005.0,All,1,54,1-2 hrs
Kalikkoottukar,Malayalam,3.5,2019.0,All,2,24,2-3 hrs
Dui Yoddha,Bengali,,2006.0,NR,2,25,2-3 hrs
Hangover : A Mistake of Last Peg,Kannada,7.1,2019.0,13+,1,39,1-2 hrs
Challenge Ramudu,Telugu,,1980.0,NR,2,19,2-3 hrs
Shakthi,Telugu,6.4,2019.0,All,2,23,2-3 hrs
Koondukkili,Tamil,7.6,1994.0,NR,1,44,1-2 hrs
iParty,English,,2020.0,13+,0,47,30-60 mins
The Taking of Tiger Mountain,English,6.4,2014.0,18+,2,17,2-3 hrs
Zid,Hindi,4.4,2014.0,18+,2,8,2-3 hrs
Ethiopia By Tuk tuk,English,,2019.0,13+,1,27,1-2 hrs
Nermai,Tamil,,1985.0,All,2,30,2-3 hrs
The Long Flight of the Phoenix,English,,2020.0,13+,0,49,30-60 mins
Patel Sir,Telugu,5.6,2017.0,13+,2,9,2-3 hrs
Guess Who’s Coming to Dinner,English,,,7+,1,48,1-2 hrs
Madmast Barkhaa,Hindi,3.6,2015.0,NR,1,42,1-2 hrs
Bobby,Malayalam,7.0,2017.0,NR,2,20,2-3 hrs
Spark: A Space Tail,English,4.5,2017.0,7+,1,28,1-2 hrs
Kuch Tum Kaho Kuch Hum Kahein,Hindi,5.6,2002.0,All,2,52,2-3 hrs
Inception,Hindi,8.8,2010.0,13+,2,28,2-3 hrs
Stripper,English,5.9,1986.0,18+,1,30,1-2 hrs
Jugni Yaaran Di,Punjabi,4.9,2019.0,13+,1,55,1-2 hrs
Marettimo,English,,2020.0,13+,0,24,<30 mins
Just Let Go,English,6.8,2015.0,16+,1,46,1-2 hrs
Dracula Sir,Bengali,7.2,2020.0,13+,2,5,2-3 hrs
Party,Hindi,,1984.0,NR,1,52,1-2 hrs
Drive Angry,Hindi,5.4,2011.0,18+,1,40,1-2 hrs
Fresh Dressed,English,6.6,2015.0,18+,1,22,1-2 hrs
Young @ Heart,English,,2007.0,13+,1,43,1-2 hrs
Journey 2: The Mysterious Island,Hindi,5.8,2012.0,All,1,34,1-2 hrs
Mantra Shakti - Telugu,Telugu,,2002.0,NR,1,57,1-2 hrs
Bhuvana Sundari Katha,Telugu,5.5,,NR,2,35,2-3 hrs
Lift,Bengali,,2018.0,13+,0,20,<30 mins
Man on a Ledge,English,6.6,2012.0,13+,1,42,1-2 hrs
Slovo House,English,8.1,2020.0,13+,1,21,1-2 hrs
The Nest of the Cuckoo Birds,English,5.2,,NR,1,22,1-2 hrs
Jab Jab Phool Khile,Hindi,7.0,,All,2,24,2-3 hrs
Al Mallu,Malayalam,4.1,2020.0,All,2,8,2-3 hrs
Upstream Color,English,6.7,2013.0,13+,1,36,1-2 hrs
Desh Re Joya Dada Pardesh Joya,Gujarati,7.4,1998.0,All,2,44,2-3 hrs
Rush Hour 2,Hindi,6.6,2001.0,18+,1,30,1-2 hrs
Adhipathi,Telugu,5.4,2001.0,NR,2,31,2-3 hrs
Bangaru Bullodu,Telugu,5.7,1993.0,All,2,33,2-3 hrs
Is the Village Dying?,English,,2020.0,13+,0,49,30-60 mins
Paattinte Palazhy,Malayalam,4.4,2010.0,All,2,10,2-3 hrs
Oohalu Gusagusalade,Telugu,7.7,2014.0,All,2,11,2-3 hrs
Deck the Halls,English,5.0,2006.0,13+,1,32,1-2 hrs
Aithe 2.0,Telugu,,2018.0,18+,2,2,2-3 hrs
Fera Feri Hera Pheri,Gujarati,7.4,2018.0,13+,2,23,2-3 hrs
Sagar Sangame,Bengali,,2017.0,13+,1,43,1-2 hrs
Lechmi,Malayalam,4.9,2017.0,18+,2,29,2-3 hrs
Anthony Kaun Hai,Hindi,5.2,2006.0,13+,2,2,2-3 hrs
A Call to Spy,Hindi,6.3,2020.0,16+,2,4,2-3 hrs
Astro Boy,English,6.3,2009.0,7+,1,33,1-2 hrs
How The Earth Became Round,English,,2019.0,13+,0,0,<30 mins
Danga,Bengali,,1994.0,NR,2,27,2-3 hrs
Utsargo,Bengali,,1983.0,NR,1,31,1-2 hrs
Born To Race : Fast Track,Hindi,5.3,2014.0,16+,1,37,1-2 hrs
Mantra Shakti - Bengali,Bengali,,,NR,1,43,1-2 hrs
Kempe Gowda,Kannada,7.1,2011.0,NR,2,20,2-3 hrs
The Prince and Me,English,5.9,2004.0,7+,1,50,1-2 hrs
Har Har Byomkesh,Bengali,6.8,2017.0,13+,1,53,1-2 hrs
Dilliwala Rajakumaran,Malayalam,5.9,1996.0,NR,1,48,1-2 hrs
Bombhaat,Telugu,6.4,2020.0,16+,2,12,2-3 hrs
Sudhu Tomaree Pratiksha,Bengali,,2018.0,13+,1,46,1-2 hrs
Sadhuram 2,Tamil,6.8,2016.0,13+,1,32,1-2 hrs
Chakra,Bengali,8.7,2006.0,NR,2,2,2-3 hrs
Just a Sigh,English,6.4,2013.0,7+,1,40,1-2 hrs
Priyuralu Pilichindi,Telugu,,2000.0,All,2,37,2-3 hrs
Nil Battey Sannata,Hindi,8.3,2016.0,NR,1,44,1-2 hrs
Goraay Gondogol,Bengali,,2018.0,13+,2,34,2-3 hrs
The Raid: Redemption,Telugu,7.6,2012.0,18+,1,37,1-2 hrs
Final Destination 5,Telugu,5.8,2011.0,18+,1,31,1-2 hrs
Skaters & Thieves,English,,2020.0,13+,0,23,<30 mins
The Courier,Tamil,4.8,2019.0,18+,1,39,1-2 hrs
Daredevil,English,5.3,2003.0,18+,1,43,1-2 hrs
It Felt Like Love,English,5.7,2013.0,NR,1,22,1-2 hrs
High School 2,Telugu,5.4,2011.0,NR,1,45,1-2 hrs
Surya,Bengali,5.7,2017.0,13+,2,21,2-3 hrs
The Closed Door,Hindi,,2014.0,NR,1,51,1-2 hrs
Boss,Bengali,,2019.0,13+,2,17,2-3 hrs
Journey,Kannada,6.3,2011.0,NR,0,0,<30 mins
Dora And The Lost City Of Gold,English,6.1,2019.0,7+,1,42,1-2 hrs
Royal Bengal Rahasya,Bengali,7.2,2017.0,13+,1,47,1-2 hrs
Taraana,Hindi,,1979.0,NR,1,51,1-2 hrs
Mantra – Sounds of Silence,English,,2019.0,13+,0,57,30-60 mins
Yogi,Kannada,,2009.0,13+,2,22,2-3 hrs
Ubiquity,English,6.6,2020.0,13+,0,55,30-60 mins
Superman Returns,Tamil,6.0,2006.0,All,2,34,2-3 hrs
Hashi Khushi Club,Bengali,,2009.0,All,1,55,1-2 hrs
Chokher Bali,Bengali,7.0,2003.0,13+,2,29,2-3 hrs
Clash Of The Titans,English,5.8,2010.0,13+,1,46,1-2 hrs
Jhoothi Shaan,Hindi,5.2,1991.0,NR,2,19,2-3 hrs
Khabardar,Marathi,6.9,2005.0,All,2,30,2-3 hrs
Hero No. 1,Hindi,6.1,1997.0,NR,2,10,2-3 hrs
Churchill,English,6.1,2017.0,16+,1,44,1-2 hrs
Thaai Pirandhaal,Tamil,,1974.0,NR,2,18,2-3 hrs
Marte Dam Tak,Hindi,4.8,1987.0,All,2,5,2-3 hrs
Bade Miyan Chote Miyan,Hindi,,1988.0,NR,2,18,2-3 hrs
Abhoyer Biye,Bengali,6.2,2017.0,13+,2,7,2-3 hrs
Anhonee,Hindi,7.2,1972.0,All,2,7,2-3 hrs
Sullu,Malayalam,6.6,2019.0,All,1,42,1-2 hrs
City Of Gold - Mumbai 1982,Hindi,6.8,2010.0,13+,2,24,2-3 hrs
Devdas,Bengali,7.6,2005.0,All,2,20,2-3 hrs
Odeya,Kannada,4.4,2019.0,13+,2,42,2-3 hrs
Bal Ganesh Part II,Hindi,6.8,2009.0,All,1,13,1-2 hrs
The White Haired Witch Of Lunar Kingdom,Hindi,5.4,2016.0,13+,1,39,1-2 hrs
Khud-Daar,Hindi,6.9,1982.0,All,2,43,2-3 hrs
Naach Nagini Naach Re,Bengali,5.7,2017.0,13+,2,37,2-3 hrs
Contract To Kill,Tamil,3.4,2016.0,13+,1,28,1-2 hrs
And Soon the Darkness,English,5.2,2010.0,18+,1,31,1-2 hrs
Shakti,Telugu,,2011.0,18+,2,48,2-3 hrs
Fogo,English,,2012.0,NR,1,1,1-2 hrs
Oram Po,Tamil,6.7,2007.0,All,1,49,1-2 hrs
Raja Babu,Bengali,6.3,2017.0,13+,2,45,2-3 hrs
Dharani Mandala Madhyadolage,Kannada,7.5,1983.0,NR,2,26,2-3 hrs
Shakthi Yukthi,Kannada,,1992.0,NR,1,42,1-2 hrs
Guru Dakshina,Bengali,7.2,2017.0,13+,2,26,2-3 hrs
Rojulu Marayi (New),Telugu,5.8,2016.0,13+,2,11,2-3 hrs
Black and Blue,English,6.4,2019.0,18+,1,47,1-2 hrs
The Warrior's Way,English,6.3,2010.0,18+,1,36,1-2 hrs
Navri Mile Navryala,Marathi,7.6,1984.0,All,2,22,2-3 hrs
Suhaagan,Hindi,6.1,1986.0,All,2,24,2-3 hrs
Lovers,Telugu,,2014.0,13+,2,2,2-3 hrs
Chitralahari,Telugu,7.1,2019.0,All,1,59,1-2 hrs
Art of Darkness,English,3.2,2020.0,13+,1,25,1-2 hrs
Bobbili Dora,Telugu,,1997.0,NR,2,3,2-3 hrs
6 - 5  2,Hindi,4.2,2014.0,13+,1,43,1-2 hrs
Tahaan,Hindi,7.1,2008.0,All,1,34,1-2 hrs
Premalayam,Telugu,,1994.0,All,3,4,>3 hrs
Aatishbaazi Ishq,Punjabi,5.4,2016.0,13+,2,25,2-3 hrs
Resident Evil: Extinction,English,6.3,2007.0,18+,1,34,1-2 hrs
Harry Potter and the Chamber of Secrets,English,7.4,2002.0,All,2,40,2-3 hrs
Aanandam,Malayalam,7.2,2016.0,All,1,58,1-2 hrs
Kaiyethum Doorath,Malayalam,3.4,2002.0,NR,2,26,2-3 hrs
Talaash - The Hunt Begins,Hindi,4.7,2003.0,13+,2,32,2-3 hrs
Cappuccino,Marathi,5.4,2014.0,All,2,2,2-3 hrs
Western Stars,English,7.5,2019.0,13+,1,23,1-2 hrs
Enakku 20 Unakku 18,Tamil,5.3,2003.0,13+,2,37,2-3 hrs
Waqt,Hindi,7.8,,All,2,12,2-3 hrs
Sawaal,Kannada,6.1,2014.0,NR,1,58,1-2 hrs
Fighting Is From The Sea,English,,2020.0,13+,1,26,1-2 hrs
Born To Race : Fast Track,Marathi,5.3,2014.0,16+,1,37,1-2 hrs
The Lodge,Telugu,6.1,2020.0,18+,1,48,1-2 hrs
Aase Abhilashe,Kannada,,2000.0,NR,1,31,1-2 hrs
Driven to Kill,English,5.1,2009.0,18+,1,38,1-2 hrs
Jagadeka Veeruni Katha,Telugu,7.8,,All,2,52,2-3 hrs
Antim Swash Sundar,Bengali,5.7,2010.0,NR,1,43,1-2 hrs
Badlapur,Hindi,7.4,2015.0,NR,2,14,2-3 hrs
"An American Girl Story: Summer Camp, Friends For Life [Ultra HD]",English,6.4,2017.0,All,0,32,30-60 mins
Dreams,Tamil,5.5,2004.0,13+,2,29,2-3 hrs
Lucy,English,6.4,2014.0,18+,1,29,1-2 hrs
Kurra Chestalu,Telugu,,1994.0,NR,2,26,2-3 hrs
Pita Putra,Bengali,,,NR,2,9,2-3 hrs
10 Kalpanakal,Malayalam,5.8,2016.0,13+,2,3,2-3 hrs
The Trip to Bountiful,English,7.5,1985.0,7+,1,47,1-2 hrs
Humraaz,Hindi,6.4,2002.0,13+,2,46,2-3 hrs
Dead Drop,Hindi,,2013.0,NR,1,26,1-2 hrs
Sathi Amaar Bondhu Amar,Bengali,,2017.0,13+,2,14,2-3 hrs
Varaprasadham,Tamil,,1976.0,NR,2,27,2-3 hrs
The Little Traitor,English,7.0,2009.0,13+,1,29,1-2 hrs
Bad Boys,Hindi,6.9,1995.0,13+,1,58,1-2 hrs
Aadi Lakshmi Puraana,Kannada,6.4,2019.0,13+,2,1,2-3 hrs
Royal Deceit,English,5.6,1994.0,18+,1,47,1-2 hrs
GIRGITLE,Kannada,6.4,2019.0,18+,2,26,2-3 hrs
Overcomer,English,6.7,2019.0,7+,1,59,1-2 hrs
Desaadanam,Malayalam,7.2,1996.0,All,2,10,2-3 hrs
Blue Moon,Kannada,7.7,2013.0,NR,1,49,1-2 hrs
Kala Bazaar,Hindi,5.5,1989.0,All,2,24,2-3 hrs
Debdoot,Bengali,,2017.0,13+,2,31,2-3 hrs
Bojhena Shey Bojhena,Bengali,7.6,2018.0,13+,2,20,2-3 hrs
Raja Rishi Viswamithrudu,Telugu,,1985.0,NR,2,24,2-3 hrs
Men in Black,Hindi,7.3,1997.0,13+,1,37,1-2 hrs
Vinci Da,Bengali,7.3,2019.0,16+,1,53,1-2 hrs
Benedictine Monastery in Abu Ghosh,English,,2020.0,13+,0,26,<30 mins
The Upside,English,7.0,2019.0,16+,2,5,2-3 hrs
Aakhri Deal,Hindi,,2013.0,NR,1,39,1-2 hrs
Noni Gopaler Biye,Bengali,,1973.0,NR,2,2,2-3 hrs
Kelor Kirti,Bengali,4.2,2017.0,13+,2,33,2-3 hrs
Fidaa,Bengali,4.9,2018.0,13+,2,26,2-3 hrs
War (Hindi),Hindi,6.5,2019.0,13+,2,31,2-3 hrs
Anveshanam,Malayalam,6.0,2020.0,All,1,39,1-2 hrs
The Defender,Bengali,4.9,2004.0,18+,1,27,1-2 hrs
PlayMe Burlesque,English,5.8,2019.0,13+,0,50,30-60 mins
Kareeb,Hindi,6.5,1998.0,All,2,28,2-3 hrs
Sex and Broadcasting,English,6.8,2014.0,NR,1,18,1-2 hrs
Middle Class Melodies,Telugu,7.7,2020.0,16+,2,15,2-3 hrs
Arcadia,English,,2012.0,16+,1,31,1-2 hrs
Ji Chahta Hai,Hindi,5.9,,NR,1,39,1-2 hrs
Don't Breathe,English,7.1,2016.0,18+,1,28,1-2 hrs
Appudala Ippudila,Telugu,,2016.0,All,2,11,2-3 hrs
Banglar Bodhu,Bengali,,1998.0,NR,2,39,2-3 hrs
Oru Maravathoor Kanavu,Malayalam,6.9,1998.0,All,2,11,2-3 hrs
Adimurai,Kannada,5.7,2020.0,All,2,20,2-3 hrs
Second Best,English,6.8,1994.0,13+,1,45,1-2 hrs
Yaare Neenu Cheluve,Kannada,8.0,1998.0,13+,2,20,2-3 hrs
Ghawre Bairey Aaj,Bengali,6.3,2019.0,16+,2,13,2-3 hrs
The Incredible Hulk,Hindi,6.7,2008.0,13+,1,52,1-2 hrs
Onnum Mindatha Bharya,Malayalam,,1984.0,NR,2,24,2-3 hrs
Anokha Milan,Hindi,6.3,1972.0,NR,2,5,2-3 hrs
Dekh Kemon Lage,Bengali,4.3,2018.0,13+,2,18,2-3 hrs
Australia on Fire,English,,2020.0,13+,0,57,30-60 mins
Bermuda Tentacles ( English ),English,3.5,2014.0,All,1,25,1-2 hrs
Pathey Holo Deri,Bengali,7.8,,NR,2,5,2-3 hrs
Amish Grace,English,7.1,2010.0,13+,1,28,1-2 hrs
Theeran Adhigaaram Ondru,Tamil,8.2,2017.0,13+,2,36,2-3 hrs
Thayiya Madilalli,Kannada,,1981.0,NR,2,33,2-3 hrs
Harry Potter and the Deathly Hallows: Part 1,English,7.7,2010.0,13+,2,26,2-3 hrs
Winner,Tamil,6.3,2003.0,13+,2,25,2-3 hrs
Another 48 Hrs.,English,5.9,1990.0,18+,1,35,1-2 hrs
Aruvi,Tamil,8.5,2017.0,13+,2,10,2-3 hrs
Malibu Shark Attack,Telugu,3.2,2009.0,18+,1,26,1-2 hrs
Chakravarthy,Tamil,7.0,1995.0,NR,2,14,2-3 hrs
Phuntroo,Marathi,5.5,2016.0,NR,2,10,2-3 hrs
Shah Jahan Regency,Bengali,6.5,2019.0,13+,2,33,2-3 hrs
Bakrid,Tamil,7.3,2019.0,All,1,58,1-2 hrs
Bindur Chheley,Bengali,,1973.0,NR,1,49,1-2 hrs
Jumper,English,6.1,2008.0,13+,1,28,1-2 hrs
Aradhana,Hindi,7.6,,All,2,38,2-3 hrs
Suraj,Hindi,6.7,,All,2,42,2-3 hrs
Yevadu,Telugu,5.6,2014.0,13+,2,45,2-3 hrs
Badaltey Rishtey,Hindi,6.8,1978.0,All,2,16,2-3 hrs
Pata Nahi Rabb Kehdeyan Rangan Ch Raazi,Punjabi,6.5,2012.0,All,2,33,2-3 hrs
Thudarkadha,Malayalam,6.5,1991.0,NR,2,21,2-3 hrs
"The Cat, the Reverend and the Slave",English,7.3,2009.0,NR,1,19,1-2 hrs
Mahanagar @ Kolkata,Bengali,,2017.0,13+,1,37,1-2 hrs
Avane Srimannarayana,Kannada,7.9,2019.0,13+,3,3,>3 hrs
Mortal Kombat Legends: Scorpion's Revenge,English,7.4,2020.0,18+,1,19,1-2 hrs
Vellai Pookal,Tamil,7.2,2019.0,13+,0,0,<30 mins
Palace of Silents: The Silent Movie Theatre in Los Angeles,English,,2010.0,NR,1,16,1-2 hrs
Hera Pheri,Hindi,8.2,2000.0,7+,2,13,2-3 hrs
Paarthale Paravasam,Tamil,5.4,2001.0,13+,2,26,2-3 hrs
Perumazhakkalam,Malayalam,7.1,2004.0,All,1,51,1-2 hrs
Mana Mecchida Madadi,Kannada,7.6,1963.0,NR,2,37,2-3 hrs
Dry Day,Hindi,,2017.0,All,0,6,<30 mins
Super Sketch,Telugu,6.8,2018.0,18+,1,59,1-2 hrs
Tasher Ghawr,Bengali,6.0,2020.0,13+,0,47,30-60 mins
Tyagi,Hindi,5.1,1992.0,All,2,16,2-3 hrs
Mumbai Matinee,Hindi,5.2,2003.0,13+,1,55,1-2 hrs
Imaikkaa Nodigal,Tamil,7.4,2018.0,16+,2,48,2-3 hrs
The Legend of Tarzan,Hindi,6.2,2016.0,13+,1,49,1-2 hrs
Pati Parameshwar,Bengali,4.6,2014.0,All,2,11,2-3 hrs
Chinna Chinna Tappulu,Telugu,,2002.0,NR,1,10,1-2 hrs
Deewane,Hindi,4.7,2000.0,13+,2,40,2-3 hrs
Makalkku,Malayalam,6.7,2005.0,All,1,32,1-2 hrs
Preetivaatsalya,Kannada,,1984.0,NR,2,22,2-3 hrs
Givenchy: A Star is Born,English,,2020.0,13+,0,24,<30 mins
Flight 192,English,5.0,2016.0,16+,1,25,1-2 hrs
Ta Ra Rum Pum,Hindi,5.6,2007.0,All,2,35,2-3 hrs
Anand,Hindi,8.4,1970.0,All,1,56,1-2 hrs
"Karl Lagerfeld, The Kaiser of Fashion",English,,2020.0,13+,0,44,30-60 mins
Ente Ummante Peru,Malayalam,6.7,2018.0,13+,2,8,2-3 hrs
Rajoo Dada,Hindi,3.8,1992.0,NR,2,5,2-3 hrs
Birds of Prey,English,6.1,2020.0,18+,1,48,1-2 hrs
Dwelling in Travelling,English,,2020.0,13+,1,7,1-2 hrs
Premaanuraagam,Telugu,,1999.0,All,2,49,2-3 hrs
Rhythm,Tamil,7.5,2000.0,All,2,21,2-3 hrs
Red Dragon,English,7.2,2002.0,18+,2,4,2-3 hrs
Rajdanda,Bengali,,2017.0,13+,2,12,2-3 hrs
Refugee,Bengali,4.9,2017.0,13+,2,35,2-3 hrs
Take One,Bengali,5.1,2014.0,NR,1,37,1-2 hrs
Pramukhan,Malayalam,,2009.0,NR,2,3,2-3 hrs
Alexander The Great,Malayalam,5.8,2010.0,NR,2,24,2-3 hrs
Arishina Kumkuma - 1996,Kannada,,1996.0,NR,2,38,2-3 hrs
Tejaswini - Kannada,Kannada,,1996.0,NR,2,13,2-3 hrs
Thousand Oru Note Paranja Katha,Malayalam,2.0,2015.0,All,2,9,2-3 hrs
Saaho (Telugu),Telugu,5.2,2019.0,13+,2,49,2-3 hrs
Thallana,Kannada,6.6,2013.0,All,1,49,1-2 hrs
Adam Resurrected,English,6.3,2008.0,16+,1,46,1-2 hrs
Iniyum Kadha Thudarum,Malayalam,7.0,1985.0,NR,2,19,2-3 hrs
Adhikar - Bengali,Bengali,,1992.0,NR,2,29,2-3 hrs
Men in Black II,English,6.2,2002.0,16+,1,28,1-2 hrs
Khwab,Hindi,6.0,1980.0,All,2,13,2-3 hrs
Chandramukhi,Telugu,7.1,1990.0,NR,1,22,1-2 hrs
Little Women,Telugu,7.8,2019.0,All,2,14,2-3 hrs
LIFE STORIES,English,,2020.0,13+,0,57,30-60 mins
Bioscope,Marathi,5.8,2015.0,13+,2,11,2-3 hrs
Ahankaar,Hindi,5.9,1995.0,All,2,35,2-3 hrs
Aflatoon,Hindi,4.6,1997.0,13+,2,27,2-3 hrs
Kaly,Malayalam,5.3,2018.0,All,2,33,2-3 hrs
Pail Te Sumbaran,Marathi,8.0,2009.0,13+,2,9,2-3 hrs
Munthanai Mudichu,Tamil,6.9,1983.0,18+,2,30,2-3 hrs
Baap Numbri Beta Dus Numbri,Hindi,6.0,1990.0,13+,2,26,2-3 hrs
Gringo,Telugu,6.1,2018.0,16+,1,46,1-2 hrs
Asehi Ekada Vhave,Marathi,7.0,2018.0,NR,1,59,1-2 hrs
Chhutti Jashe Chhakka,Gujarati,,2018.0,13+,2,28,2-3 hrs
Laal Kuthi,Bengali,,2017.0,13+,2,3,2-3 hrs
The Goldfinch,English,6.3,2019.0,18+,2,29,2-3 hrs
Bazzimaat,Bengali,5.6,2008.0,NR,2,38,2-3 hrs
Donnie Darko,English,8.0,2001.0,18+,1,53,1-2 hrs
Nuclear 2.0,English,,2020.0,13+,0,48,30-60 mins
The Bag Man,English,5.2,2014.0,18+,1,44,1-2 hrs
Silencer,Malayalam,8.1,2020.0,All,1,44,1-2 hrs
"Spring Night, Summer Night",English,,,18+,1,23,1-2 hrs
The Smurfs 2,Tamil,5.3,2013.0,7+,1,44,1-2 hrs
Ghar Sansar,Bengali,,1993.0,NR,2,33,2-3 hrs
Chambal,Kannada,7.4,2019.0,13+,1,49,1-2 hrs
Hello Brother,Hindi,4.7,1999.0,13+,2,8,2-3 hrs
Prince,Hindi,4.2,2010.0,13+,2,9,2-3 hrs
Sudhu Ekti Bachhar,Bengali,,,NR,2,14,2-3 hrs
Kodipunju,Telugu,,2011.0,16+,2,17,2-3 hrs
Mumbhai Connection,Hindi,5.2,2014.0,NR,1,28,1-2 hrs
Wish You Happy Breakup,Telugu,7.4,2016.0,13+,1,45,1-2 hrs
Dumb and Dumber To,English,5.6,2014.0,18+,1,44,1-2 hrs
Minugurulu,Kannada,7.5,2014.0,13+,1,57,1-2 hrs
American Pie 2,English,6.4,2001.0,13+,1,44,1-2 hrs
A Dark Room,English,9.4,2020.0,13+,0,52,30-60 mins
Khajoor Pe Atke,Hindi,5.6,2018.0,NR,1,58,1-2 hrs
"Liar, Liar",English,6.9,1997.0,16+,1,26,1-2 hrs
Uriyadi,Tamil,8.0,2016.0,18+,1,30,1-2 hrs
Black Magic,English,,,13+,1,45,1-2 hrs
The Lift,English,4.6,2020.0,16+,1,10,1-2 hrs
Resident Evil: Apocalypse,English,6.2,2004.0,18+,1,33,1-2 hrs
Maryada Ramanna,Telugu,7.4,2010.0,All,2,10,2-3 hrs
Krishna Bhakta Sudama,Bengali,,1988.0,NR,1,32,1-2 hrs
Mahanati (Malayalam),Malayalam,8.5,2018.0,All,2,46,2-3 hrs
Percy,English,6.7,1989.0,NR,2,3,2-3 hrs
Kavi,Bengali,6.9,,NR,2,4,2-3 hrs
Legend Of Buddha,Hindi,6.6,2004.0,All,1,27,1-2 hrs
Luv Ka The End,Hindi,4.8,2011.0,13+,1,46,1-2 hrs
Waqt Ki Awaz,Hindi,6.3,1988.0,18+,2,36,2-3 hrs
Unhinged,Hindi,6.0,2020.0,18+,1,30,1-2 hrs
Sapnay,Hindi,7.0,1997.0,All,2,22,2-3 hrs
Kickboxer: Retaliation,English,5.0,2018.0,18+,1,50,1-2 hrs
Bhalobasa Bhalobasa,Bengali,7.1,2017.0,13+,2,19,2-3 hrs
Sri Sri Ramkrishna Kathamrita,Bengali,,1982.0,NR,2,2,2-3 hrs
One Good Turn,English,5.2,1996.0,18+,1,28,1-2 hrs
The Incredible Hulk,English,6.7,2008.0,13+,1,52,1-2 hrs
Tommy,Telugu,6.6,2015.0,All,1,45,1-2 hrs
Megh Kalo,Bengali,7.2,,NR,1,49,1-2 hrs
Amma Cheppindhi,Telugu,7.2,2006.0,13+,2,22,2-3 hrs
Salt and Fire,English,4.2,2017.0,16+,1,37,1-2 hrs
Shelter,English,6.5,2019.0,13+,0,50,30-60 mins
Welcome Back,Hindi,4.2,2015.0,NR,2,28,2-3 hrs
The Don,Malayalam,4.2,2006.0,18+,2,13,2-3 hrs
Anacondas: The Hunt for the Blood Orchid,Hindi,4.7,2004.0,16+,1,36,1-2 hrs
Baa Nanna Preethisu,Kannada,,1992.0,NR,2,8,2-3 hrs
Aborto,Bengali,6.0,2018.0,13+,1,51,1-2 hrs
Karthikeya,Telugu,7.4,2014.0,13+,1,54,1-2 hrs
M Cream,Hindi,5.6,2014.0,18+,1,56,1-2 hrs
7 1/2 Phere - More Than A Wedding,Hindi,5.3,2005.0,All,2,12,2-3 hrs
Kotha Bangaru Lokam,Telugu,6.9,2008.0,All,2,29,2-3 hrs
Allari Police,Telugu,5.1,1994.0,NR,2,21,2-3 hrs
Nagordola,Bengali,7.5,2019.0,13+,2,24,2-3 hrs
Scenes from Allen’s Last Three Days on Earth as a Spirit,English,,1997.0,NR,1,5,1-2 hrs
Agni Pariksha,Bengali,,,NR,2,16,2-3 hrs
Who Cares,English,5.3,2020.0,13+,1,19,1-2 hrs
Girlz,Marathi,4.3,2019.0,13+,2,14,2-3 hrs
Jeepers Creepers 2,Tamil,5.6,2003.0,18+,1,44,1-2 hrs
Godzilla: King of The Monsters,Hindi,6.0,2019.0,16+,2,11,2-3 hrs
Kapoor & Sons,Hindi,7.7,2016.0,13+,2,17,2-3 hrs
Lafangey Parindey,Hindi,5.2,2010.0,13+,2,6,2-3 hrs
Deep Six,English,4.0,2018.0,18+,1,13,1-2 hrs
Harry Potter and the Order of the Phoenix,Hindi,7.5,2007.0,13+,2,18,2-3 hrs
Battle for Incheon: Operation Chromite,Hindi,6.2,2016.0,18+,1,46,1-2 hrs
The Swimmer,English,7.7,,13+,1,35,1-2 hrs
Kangalal Kaithu Sei,Tamil,5.5,2004.0,13+,2,25,2-3 hrs
Nanhe Jaisalmer,Hindi,,2007.0,NR,1,52,1-2 hrs
Bidhir Bidhan,Bengali,,1991.0,NR,2,28,2-3 hrs
Jayam Manadera,Telugu,6.3,2000.0,NR,2,31,2-3 hrs
Runaway Jury,English,7.1,2003.0,13+,2,7,2-3 hrs
Mari Wife Mari Kom,Gujarati,,2017.0,13+,2,23,2-3 hrs
O Chinadana,Telugu,6.7,2002.0,NR,2,26,2-3 hrs
Agnivarsha,Hindi,,2002.0,16+,2,9,2-3 hrs
